Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
22240670,RS_246,COUNTRY,ALB,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,11.9,11.9,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240671,RS_246,COUNTRY,AND,YEAR,2013,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,50.0,50,,,,2020-04-23T15:31:21Z,2013,2013-01-01,2013-12-31
22240672,RS_246,COUNTRY,ATG,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.0,0,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240673,RS_246,COUNTRY,ARG,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,22.2,22.2,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240674,RS_246,COUNTRY,ARM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,1.5,1.5,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240675,RS_246,COUNTRY,AUS,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,19.3,19.3,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240676,RS_246,COUNTRY,AUT,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,22.0,22,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240677,RS_246,COUNTRY,AZE,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.9,0.9,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240678,RS_246,COUNTRY,BHS,YEAR,2013,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,17.3,17.3,,,,2020-04-23T15:31:21Z,2013,2013-01-01,2013-12-31
22240679,RS_246,COUNTRY,BHR,YEAR,2013,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,9.1,9.1,,,,2020-04-23T15:31:21Z,2013,2013-01-01,2013-12-31
22240680,RS_246,COUNTRY,BRB,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,33.3,33.3,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240681,RS_246,COUNTRY,BEL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,14.4,14.4,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240682,RS_246,COUNTRY,BLZ,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,19.8,19.8,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240683,RS_246,COUNTRY,BEN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,56.5,56.5,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240684,RS_246,COUNTRY,BOL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,19.7,19.7,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240685,RS_246,COUNTRY,BWA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.0,0,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240686,RS_246,COUNTRY,BRA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,31.4,31.4,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240687,RS_246,COUNTRY,BGR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,7.8,7.8,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240688,RS_246,COUNTRY,KHM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,73.5,73.5,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240689,RS_246,COUNTRY,CAN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,10.8,10.8,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240690,RS_246,COUNTRY,CHL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,8.7,8.7,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240691,RS_246,COUNTRY,COL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,52.5,52.5,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240692,RS_246,COUNTRY,COM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,17.4,17.4,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240693,RS_246,COUNTRY,COK,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,80.0,80,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240694,RS_246,COUNTRY,CRI,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,40.0,40,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240695,RS_246,COUNTRY,CIV,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,35.0,35,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240696,RS_246,COUNTRY,HRV,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,16.0,16,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240697,RS_246,COUNTRY,CUB,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,15.6,15.6,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240698,RS_246,COUNTRY,CYP,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,21.7,21.7,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240699,RS_246,COUNTRY,CZE,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,10.3,10.3,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240700,RS_246,COUNTRY,COD,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,11.7,11.7,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240701,RS_246,COUNTRY,DNK,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,16.1,16.1,,,,2020-04-23T15:31:21Z,2016,2016-01-01,2016-12-31
22240702,RS_246,COUNTRY,DMA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.0,0,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240703,RS_246,COUNTRY,DOM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,67.0,67,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240704,RS_246,COUNTRY,ECU,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,19.1,19.1,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240705,RS_246,COUNTRY,EGY,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,5.5,5.5,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240706,RS_246,COUNTRY,SLV,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,14.2,14.2,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240707,RS_246,COUNTRY,ERI,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,1.5,1.5,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240708,RS_246,COUNTRY,EST,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,1.4,1.4,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240709,RS_246,COUNTRY,SWZ,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.5,0.5,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240710,RS_246,COUNTRY,FIN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,8.7,8.7,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240711,RS_246,COUNTRY,FRA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,21.1,21.1,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240712,RS_246,COUNTRY,GEO,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.5,0.5,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240713,RS_246,COUNTRY,DEU,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,18.8,18.8,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240714,RS_246,COUNTRY,GHA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,17.9,17.9,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240715,RS_246,COUNTRY,GRC,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,32.4,32.4,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240716,RS_246,COUNTRY,GTM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,32.7,32.7,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240717,RS_246,COUNTRY,GUY,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,21.9,21.9,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240718,RS_246,COUNTRY,HND,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,24.3,24.3,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240719,RS_246,COUNTRY,HUN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,10.5,10.5,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240720,RS_246,COUNTRY,ISL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,11.1,11.1,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240721,RS_246,COUNTRY,IND,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,39.6,39.6,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240722,RS_246,COUNTRY,IDN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,73.6,73.6,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240723,RS_246,COUNTRY,IRN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,24.1,24.1,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240724,RS_246,COUNTRY,IRL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,11.7,11.7,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240725,RS_246,COUNTRY,ISR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,12.2,12.2,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240726,RS_246,COUNTRY,ITA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,25.6,25.6,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240727,RS_246,COUNTRY,JAM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,28.8,28.8,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240728,RS_246,COUNTRY,JPN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,17.2,17.2,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240729,RS_246,COUNTRY,JOR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.0,0,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240730,RS_246,COUNTRY,KAZ,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,4.3,4.3,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240731,RS_246,COUNTRY,KEN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,24.2,24.2,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240732,RS_246,COUNTRY,KIR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,20.0,20,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240733,RS_246,COUNTRY,KGZ,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,2.1,2.1,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240734,RS_246,COUNTRY,LVA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,12.0,12,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240735,RS_246,COUNTRY,LBN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,20.7,20.7,,,,2020-04-23T15:31:22Z,2016,2016-01-01,2016-12-31
22240736,RS_246,COUNTRY,LBY,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,1.9,1.9,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240737,RS_246,COUNTRY,LTU,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,5.7,5.7,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240738,RS_246,COUNTRY,LUX,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,9.4,9.4,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240739,RS_246,COUNTRY,MWI,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,3.2,3.2,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240740,RS_246,COUNTRY,MDV,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,75.0,75,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240741,RS_246,COUNTRY,MLI,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,42.3,42.3,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240742,RS_246,COUNTRY,MLT,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,40.9,40.9,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240743,RS_246,COUNTRY,MHL,YEAR,2013,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,66.7,66.7,,,,2020-04-23T15:31:23Z,2013,2013-01-01,2013-12-31
22240744,RS_246,COUNTRY,MUS,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,45.8,45.8,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240745,RS_246,COUNTRY,MEX,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,9.6,9.6,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240746,RS_246,COUNTRY,FSM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.0,0,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240747,RS_246,COUNTRY,MNG,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,18.6,18.6,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240748,RS_246,COUNTRY,MNE,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,15.4,15.4,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240749,RS_246,COUNTRY,MAR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,28.7,28.7,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240750,RS_246,COUNTRY,MMR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,64.8,64.8,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240751,RS_246,COUNTRY,NLD,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,21.4,21.4,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240752,RS_246,COUNTRY,NZL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,15.9,15.9,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240753,RS_246,COUNTRY,NIC,YEAR,2013,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,26.0,26,,,,2020-04-23T15:31:23Z,2013,2013-01-01,2013-12-31
22240754,RS_246,COUNTRY,NOR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,17.0,17,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240755,RS_246,COUNTRY,OMN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,3.9,3.9,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240756,RS_246,COUNTRY,PAN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,4.4,4.4,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240757,RS_246,COUNTRY,PRY,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,52.2,52.2,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240758,RS_246,COUNTRY,PER,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.6,0.6,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240759,RS_246,COUNTRY,PHL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,4.7,4.7,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240760,RS_246,COUNTRY,POL,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,11.2,11.2,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240761,RS_246,COUNTRY,PRT,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,18.3,18.3,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240762,RS_246,COUNTRY,QAT,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,2.2,2.2,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240763,RS_246,COUNTRY,KOR,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,20.5,20.5,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240764,RS_246,COUNTRY,MDA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,4.3,4.3,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240765,RS_246,COUNTRY,ROU,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,4.4,4.4,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240766,RS_246,COUNTRY,RUS,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,5.9,5.9,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240767,RS_246,COUNTRY,LCA,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,20.0,20,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240768,RS_246,COUNTRY,WSM,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.0,0,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240769,RS_246,COUNTRY,SRB,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,8.7,8.7,,,,2020-04-23T15:31:23Z,2016,2016-01-01,2016-12-31
22240770,RS_246,COUNTRY,SYC,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,20.0,20,,,,2020-04-23T15:31:24Z,2016,2016-01-01,2016-12-31
22240771,RS_246,COUNTRY,SGP,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,44.0,44,,,,2020-04-23T15:31:24Z,2016,2016-01-01,2016-12-31
22240772,RS_246,COUNTRY,SVK,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,8.7,8.7,,,,2020-04-23T15:31:24Z,2016,2016-01-01,2016-12-31
22240773,RS_246,COUNTRY,SVN,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,19.2,19.2,,,,2020-04-23T15:31:24Z,2016,2016-01-01,2016-12-31
22240774,RS_246,COUNTRY,ZAF,YEAR,2016,ROADUSERTYPE,RS-DDC-2OR3WHEELS,,,,,,,0.3,0.3,,,,2020-04-23T15:31:24Z,2016,2016-01-01,2016-12-31
